,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,PG,SG,SF,PF,C,Player Name
7,2 seasons,,WAS,NBA,,82.0,1265.0,10.3,0.646,0.833,0.44,1.8,7.5,4.7,3.6,1.4,0.5,4.9,12.0,,2.3,0.7,3.0,0.112,,-1.5,-0.1,-1.6,0.1,False,True,False,False,False,Garrison Mathews
0,2022-23,20.0,IND,NBA,SG,38.0,1068.0,13.8,0.56,0.38,0.455,4.1,11.0,7.6,7.6,1.0,0.2,10.4,25.7,,0.6,0.5,1.2,0.052,,-0.7,-2.4,-3.0,-0.3,False,True,False,False,False,Bennedict Mathurin
1,Career,,,NBA,,38.0,1068.0,13.8,0.56,0.38,0.455,4.1,11.0,7.6,7.6,1.0,0.2,10.4,25.7,,0.6,0.5,1.2,0.052,,-0.7,-2.4,-3.0,-0.3,False,True,False,False,False,Bennedict Mathurin
0,2009-10,23.0,UTA,NBA,SG,82.0,2025.0,12.3,0.592,0.292,0.342,3.0,8.0,5.6,9.0,1.6,0.6,12.5,16.5,,2.6,1.9,4.6,0.108,,-0.6,0.0,-0.5,0.8,False,True,True,False,False,Wesley Matthews
1,2010-11,24.0,POR,NBA,SG,82.0,2758.0,15.5,0.582,0.386,0.322,2.0,9.7,5.7,10.2,2.0,0.3,11.0,21.3,,5.0,2.3,7.2,0.126,,1.0,-0.1,0.9,2.0,False,True,True,False,False,Wesley Matthews
2,2011-12,25.0,POR,NBA,SG,66.0,2228.0,14.1,0.539,0.442,0.224,2.9,9.0,5.9,8.3,2.3,0.5,8.0,18.7,,3.4,1.4,4.8,0.104,,0.3,0.1,0.3,1.3,False,True,True,False,False,Wesley Matthews
3,2012-13,26.0,POR,NBA,SG,69.0,2403.0,14.1,0.574,0.526,0.231,1.7,7.6,4.6,11.8,2.0,0.6,10.9,19.1,,3.6,1.0,4.7,0.093,,0.7,-0.2,0.5,1.5,False,True,True,False,False,Wesley Matthews
4,2013-14,27.0,POR,NBA,SG,82.0,2780.0,15.7,0.588,0.506,0.298,2.0,9.1,5.6,10.9,1.4,0.4,8.8,19.6,,6.3,1.9,8.2,0.142,,1.9,0.1,1.9,2.7,False,True,True,False,False,Wesley Matthews
5,2014-15,28.0,POR,NBA,SG,60.0,2024.0,16.1,0.586,0.592,0.193,2.1,9.5,5.9,10.8,1.9,0.4,9.0,19.8,,4.0,2.2,6.2,0.147,,2.0,1.1,3.1,2.6,False,True,True,False,False,Wesley Matthews
6,2015-16,29.0,DAL,NBA,SF,78.0,2644.0,10.9,0.532,0.615,0.171,1.1,8.8,4.9,8.9,1.5,0.5,7.8,17.2,,1.9,1.8,3.7,0.067,,-0.9,-0.1,-1.0,0.6,False,True,True,False,False,Wesley Matthews
7,2016-17,30.0,DAL,NBA,SG,73.0,2495.0,11.9,0.533,0.566,0.211,0.8,11.8,6.0,13.6,1.6,0.5,9.9,19.4,,1.0,2.1,3.1,0.06,,-0.8,0.0,-0.8,0.8,False,True,True,False,False,Wesley Matthews
8,2017-18,31.0,DAL,NBA,SF,63.0,2131.0,11.4,0.541,0.577,0.145,1.4,9.2,5.2,12.3,1.8,0.7,10.1,17.6,,1.0,1.6,2.6,0.059,,-1.0,0.1,-0.9,0.6,False,True,True,False,False,Wesley Matthews
9,2018-19,32.0,TOT,NBA,"SF,SG",69.0,2091.0,10.3,0.546,0.577,0.234,1.7,7.1,4.4,11.1,1.3,0.7,10.6,17.8,,1.1,1.5,2.7,0.062,,-1.4,-0.5,-1.8,0.1,False,True,True,False,False,Wesley Matthews
10,2018-19,32.0,DAL,NBA,SF,44.0,1312.0,11.3,0.556,0.561,0.235,1.6,6.6,4.2,11.6,1.2,0.8,10.1,18.9,,1.0,0.8,1.8,0.066,,-0.8,-0.5,-1.3,0.2,False,True,True,False,False,Wesley Matthews
11,2018-19,32.0,NYK,NBA,SG,2.0,54.0,2.9,0.33,0.526,0.263,1.9,4.0,2.9,12.9,0.9,1.6,8.6,18.4,,-0.1,0.0,-0.1,-0.115,,-5.3,-1.3,-6.6,-0.1,False,True,True,False,False,Wesley Matthews
12,2018-19,32.0,IND,NBA,SG,23.0,725.0,9.2,0.543,0.619,0.229,1.7,8.1,5.0,10.1,1.3,0.5,11.8,15.8,,0.3,0.7,1.0,0.067,,-2.0,-0.4,-2.4,-0.1,False,True,True,False,False,Wesley Matthews
13,2019-20,33.0,MIL,NBA,SG,67.0,1635.0,8.1,0.547,0.704,0.161,1.4,8.2,5.0,7.1,1.1,0.5,8.7,12.5,,0.8,2.4,3.2,0.093,,-2.6,0.7,-1.8,0.1,False,True,True,False,False,Wesley Matthews
14,2020-21,34.0,LAL,NBA,SG,58.0,1130.0,7.2,0.517,0.782,0.163,2.0,7.2,4.6,6.3,1.6,1.3,8.8,11.4,,0.2,1.5,1.7,0.073,,-3.1,1.4,-1.7,0.1,False,True,True,False,False,Wesley Matthews
15,2021-22,35.0,MIL,NBA,SG,49.0,1002.0,6.9,0.536,0.714,0.127,3.2,6.4,4.9,4.6,1.1,0.8,7.2,10.7,,0.6,0.6,1.2,0.056,,-3.0,-0.3,-3.3,-0.3,False,True,True,False,False,Wesley Matthews
16,2022-23,36.0,MIL,NBA,SG,25.0,377.0,6.5,0.491,0.808,0.137,5.4,6.3,5.9,5.4,1.7,1.3,10.4,9.6,,0.1,0.4,0.5,0.069,,-3.8,1.3,-2.5,0.0,False,True,True,False,False,Wesley Matthews
17,Career,,,NBA,,923.0,27723.0,12.4,0.559,0.535,0.229,1.9,8.8,5.3,10.0,1.7,0.6,9.7,17.7,,31.7,22.7,54.4,0.094,,-0.3,0.2,-0.2,12.8,False,True,True,False,False,Wesley Matthews
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,False,False,Wesley Matthews
19,5 seasons,,POR,NBA,,359.0,12193.0,15.1,0.575,0.486,0.26,2.1,9.0,5.5,10.4,1.9,0.4,9.6,19.8,,22.3,8.8,31.1,0.122,,1.2,0.2,1.3,10.2,False,True,True,False,False,Wesley Matthews
20,4 seasons,,DAL,NBA,,258.0,8582.0,11.4,0.538,0.582,0.187,1.2,9.4,5.2,11.5,1.6,0.6,9.4,18.2,,4.9,6.3,11.2,0.063,,-0.9,-0.1,-1.0,2.2,False,True,True,False,False,Wesley Matthews
21,3 seasons,,MIL,NBA,,141.0,3014.0,7.5,0.538,0.717,0.148,2.5,7.4,5.1,6.0,1.2,0.7,8.4,11.5,,1.5,3.4,4.9,0.078,,-2.9,0.5,-2.4,-0.3,False,True,True,False,False,Wesley Matthews
22,1 season,,UTA,NBA,,82.0,2025.0,12.3,0.592,0.292,0.342,3.0,8.0,5.6,9.0,1.6,0.6,12.5,16.5,,2.6,1.9,4.6,0.108,,-0.6,0.0,-0.5,0.8,False,True,True,False,False,Wesley Matthews
23,1 season,,LAL,NBA,,58.0,1130.0,7.2,0.517,0.782,0.163,2.0,7.2,4.6,6.3,1.6,1.3,8.8,11.4,,0.2,1.5,1.7,0.073,,-3.1,1.4,-1.7,0.1,False,True,True,False,False,Wesley Matthews
24,1 season,,IND,NBA,,23.0,725.0,9.2,0.543,0.619,0.229,1.7,8.1,5.0,10.1,1.3,0.5,11.8,15.8,,0.3,0.7,1.0,0.067,,-2.0,-0.4,-2.4,-0.1,False,True,True,False,False,Wesley Matthews
25,1 season,,NYK,NBA,,2.0,54.0,2.9,0.33,0.526,0.263,1.9,4.0,2.9,12.9,0.9,1.6,8.6,18.4,,-0.1,0.0,-0.1,-0.115,,-5.3,-1.3,-6.6,-0.1,False,True,True,False,False,Wesley Matthews
0,2020-21,20.0,PHI,NBA,SG,61.0,935.0,14.5,0.531,0.24,0.163,1.3,10.8,6.1,19.9,1.3,1.2,8.2,23.0,,0.8,1.1,1.9,0.099,,-1.0,-0.5,-1.5,0.1,True,True,False,False,False,Tyrese Maxey
1,2021-22,21.0,PHI,NBA,PG,75.0,2650.0,16.2,0.594,0.311,0.247,1.1,8.9,5.1,19.1,1.0,1.1,7.4,20.2,,5.4,1.9,7.3,0.132,,1.3,-0.7,0.6,1.8,True,True,False,False,False,Tyrese Maxey
2,2022-23,22.0,PHI,NBA,SG,17.0,591.0,15.7,0.557,0.37,0.226,1.2,9.3,5.3,19.6,1.2,0.6,9.4,27.3,,0.3,0.6,1.0,0.078,,0.6,-1.3,-0.7,0.2,True,True,False,False,False,Tyrese Maxey
3,Career,,,NBA,,153.0,4176.0,15.8,0.572,0.303,0.223,1.2,9.3,5.3,19.4,1.1,1.1,7.9,21.8,,6.5,3.7,10.2,0.117,,0.7,-0.7,-0.1,2.1,True,True,False,False,False,Tyrese Maxey
0,2021-22,21.0,NYK,NBA,PG,40.0,372.0,6.1,0.393,0.63,0.111,1.1,11.2,6.1,15.9,1.9,0.3,4.2,13.9,,-0.1,0.4,0.2,0.032,,-5.5,1.0,-4.5,-0.2,True,False,False,False,False,Miles McBride
1,2022-23,22.0,NYK,NBA,PG,26.0,373.0,6.9,0.453,0.641,0.184,1.7,4.3,3.0,12.1,2.2,0.0,11.2,14.2,,-0.1,0.3,0.2,0.025,,-4.5,1.3,-3.2,-0.1,True,False,False,False,False,Miles McBride
2,Career,,,NBA,,66.0,745.0,6.5,0.423,0.635,0.147,1.4,7.8,4.5,14.0,2.1,0.1,7.8,14.1,,-0.3,0.7,0.4,0.028,,-5.0,1.2,-3.8,-0.3,True,False,False,False,False,Miles McBride
0,2013-14,22.0,POR,NBA,SG,38.0,476.0,9.0,0.521,0.449,0.191,1.6,9.2,5.4,8.7,1.5,0.3,15.4,20.9,,-0.2,0.3,0.2,0.019,,-2.9,-0.6,-3.4,-0.2,False,True,False,False,False,CJ McCollum
1,2014-15,23.0,POR,NBA,SG,62.0,973.0,13.1,0.534,0.381,0.2,1.6,8.3,5.0,10.3,2.3,0.6,10.8,20.5,,0.7,1.1,1.8,0.089,,-1.3,0.8,-0.6,0.4,False,True,False,False,False,CJ McCollum
2,2015-16,24.0,POR,NBA,SG,80.0,2780.0,17.7,0.544,0.33,0.158,1.8,8.3,5.0,21.6,1.7,0.6,11.4,27.1,,4.4,1.7,6.0,0.104,,2.3,-1.0,1.3,2.3,False,True,False,False,False,CJ McCollum
3,2016-17,25.0,POR,NBA,SG,80.0,2796.0,19.9,0.585,0.305,0.204,2.4,9.1,5.7,18.0,1.3,1.2,9.9,27.5,,6.2,1.4,7.6,0.131,,3.4,-1.4,2.0,2.8,False,True,False,False,False,CJ McCollum
4,2017-18,26.0,POR,NBA,SG,81.0,2923.0,17.0,0.536,0.316,0.166,2.0,9.9,6.0,15.8,1.3,1.0,8.6,26.5,,3.7,2.9,6.6,0.108,,1.8,-0.5,1.2,2.4,False,True,False,False,False,CJ McCollum
5,2018-19,27.0,POR,NBA,SG,70.0,2375.0,17.0,0.553,0.358,0.154,2.9,9.7,6.3,13.8,1.1,0.9,7.4,25.5,,4.0,1.7,5.6,0.114,,2.1,-1.0,1.0,1.8,False,True,False,False,False,CJ McCollum
6,2019-20,28.0,POR,NBA,SG,70.0,2556.0,17.0,0.541,0.378,0.136,1.9,10.2,6.1,19.1,1.0,1.4,8.1,25.9,,3.5,0.6,4.1,0.077,,2.3,-1.8,0.5,1.6,False,True,False,False,False,CJ McCollum
7,2020-21,29.0,POR,NBA,SG,47.0,1600.0,20.8,0.577,0.475,0.15,2.0,10.6,6.2,23.0,1.3,1.2,6.5,27.1,,4.1,0.6,4.7,0.141,,5.0,-1.1,3.9,2.4,False,True,False,False,False,CJ McCollum
8,2021-22,30.0,TOT,NBA,SG,62.0,2145.0,18.3,0.553,0.403,0.146,2.6,11.5,6.9,26.1,1.6,1.0,9.3,27.5,,2.6,1.0,3.6,0.081,,3.2,-1.3,1.9,2.1,False,True,False,False,False,CJ McCollum
9,2021-22,30.0,POR,NBA,SG,36.0,1267.0,15.8,0.532,0.435,0.102,2.8,10.7,6.6,22.5,1.4,1.6,9.2,26.1,,0.7,0.3,1.0,0.04,,1.8,-1.7,0.1,0.7,False,True,False,False,False,CJ McCollum
10,2021-22,30.0,NOP,NBA,SG,26.0,878.0,21.9,0.58,0.361,0.204,2.3,12.5,7.3,31.3,1.9,0.1,9.5,29.4,,1.9,0.7,2.6,0.14,,5.3,-0.7,4.6,1.5,False,True,False,False,False,CJ McCollum
11,2022-23,31.0,NOP,NBA,SG,33.0,1162.0,15.4,0.526,0.402,0.141,2.8,12.6,7.7,25.6,1.4,1.5,12.4,25.9,,0.5,1.3,1.9,0.077,,1.4,-0.6,0.8,0.8,False,True,False,False,False,CJ McCollum
12,Career,,,NBA,,623.0,19786.0,17.5,0.552,0.363,0.161,2.2,9.9,6.0,18.9,1.4,1.0,9.3,26.2,,29.6,12.5,42.1,0.102,,2.3,-1.0,1.3,16.5,False,True,False,False,False,CJ McCollum
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,CJ McCollum
14,9 seasons,,POR,NBA,,564.0,17746.0,17.4,0.552,0.361,0.16,2.2,9.5,5.9,17.9,1.4,1.0,9.1,26.1,,27.1,10.6,37.7,0.102,,2.2,-1.1,1.2,14.2,False,True,False,False,False,CJ McCollum
15,2 seasons,,NOP,NBA,,59.0,2040.0,18.2,0.551,0.383,0.17,2.6,12.6,7.5,28.0,1.6,0.9,11.1,27.4,,2.4,2.0,4.4,0.104,,3.1,-0.6,2.4,2.3,False,True,False,False,False,CJ McCollum
0,2015-16,23.0,PHI,NBA,PG,81.0,1606.0,14.5,0.511,0.192,0.088,2.8,14.5,8.5,37.2,2.9,0.5,22.5,17.0,,0.6,1.4,1.9,0.058,,-1.5,0.3,-1.2,0.3,True,False,False,False,False,T.J. McConnell
1,2016-17,24.0,PHI,NBA,PG,81.0,2133.0,13.7,0.504,0.107,0.176,2.0,11.0,6.5,37.5,3.1,0.4,22.4,14.4,,1.4,2.4,3.8,0.084,,-2.0,1.0,-1.0,0.5,True,False,False,False,False,T.J. McConnell
2,2017-18,25.0,PHI,NBA,PG,76.0,1706.0,12.5,0.545,0.147,0.093,2.4,11.5,7.1,24.5,2.6,0.6,20.4,13.8,,1.3,2.5,3.8,0.108,,-1.9,1.9,0.0,0.9,True,False,False,False,False,T.J. McConnell
3,2018-19,26.0,PHI,NBA,PG,76.0,1470.0,13.4,0.555,0.1,0.088,2.1,10.2,6.3,24.7,2.5,0.9,17.3,15.0,,1.2,1.7,2.9,0.094,,-1.8,0.9,-0.9,0.4,True,False,False,False,False,T.J. McConnell
4,2019-20,27.0,IND,NBA,PG,71.0,1326.0,16.5,0.54,0.041,0.102,3.2,12.4,7.8,37.6,2.0,0.7,18.9,17.5,,1.7,1.7,3.3,0.121,,0.1,0.4,0.5,0.8,True,False,False,False,False,T.J. McConnell
5,2020-21,28.0,IND,NBA,PG,69.0,1796.0,16.9,0.583,0.098,0.098,3.3,12.1,7.7,34.3,3.4,1.0,20.9,15.3,,2.6,2.2,4.8,0.128,,-0.2,1.7,1.4,1.5,True,False,False,False,False,T.J. McConnell
6,2021-22,29.0,IND,NBA,PG,27.0,652.0,15.1,0.525,0.159,0.111,3.4,12.2,7.7,28.7,2.2,1.3,11.7,16.2,,1.0,0.4,1.3,0.098,,-0.4,1.4,0.9,0.5,True,False,False,False,False,T.J. McConnell
7,2022-23,30.0,IND,NBA,PG,35.0,607.0,13.3,0.507,0.109,0.142,3.5,10.9,7.2,34.2,2.7,0.7,21.1,17.0,,0.2,0.6,0.8,0.065,,-1.6,0.6,-1.1,0.1,True,False,False,False,False,T.J. McConnell
8,Career,,,NBA,,516.0,11296.0,14.5,0.536,0.118,0.111,2.7,11.9,7.3,32.6,2.8,0.7,20.1,15.5,,9.9,12.8,22.7,0.096,,-1.2,1.1,-0.2,5.2,True,False,False,False,False,T.J. McConnell
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,T.J. McConnell
10,4 seasons,,PHI,NBA,,314.0,6915.0,13.5,0.527,0.137,0.114,2.3,11.8,7.1,31.5,2.8,0.6,20.8,15.0,,4.5,7.9,12.4,0.086,,-1.8,1.0,-0.8,2.1,True,False,False,False,False,T.J. McConnell
11,4 seasons,,IND,NBA,,202.0,4381.0,16.0,0.549,0.091,0.108,3.3,12.0,7.7,34.4,2.7,0.9,18.9,16.3,,5.4,4.9,10.3,0.113,,-0.4,1.1,0.7,3.0,True,False,False,False,False,T.J. McConnell
0,2020-21,20.0,MIN,NBA,PF,63.0,1511.0,8.9,0.552,0.54,0.123,3.6,13.4,8.3,6.4,1.1,3.4,10.8,12.0,,0.5,0.9,1.4,0.046,,-3.3,-0.2,-3.5,-0.6,False,False,False,True,False,Jaden McDaniels
1,2021-22,21.0,MIN,NBA,PF,70.0,1803.0,10.3,0.553,0.455,0.128,4.4,13.2,8.7,6.1,1.4,2.9,11.4,15.3,,0.7,1.7,2.4,0.065,,-2.9,-0.1,-2.9,-0.4,False,False,False,True,False,Jaden McDaniels
2,2022-23,22.0,MIN,NBA,PF,35.0,1069.0,12.3,0.617,0.349,0.179,4.9,8.3,6.7,7.9,1.7,3.4,13.8,15.0,,0.9,0.9,1.9,0.084,,-1.5,0.5,-1.1,0.3,False,False,False,True,False,Jaden McDaniels
3,Career,,,NBA,,168.0,4383.0,10.3,0.569,0.454,0.139,4.3,12.1,8.1,6.6,1.4,3.2,11.8,14.1,,2.2,3.6,5.7,0.063,,-2.7,0.0,-2.7,-0.7,False,False,False,True,False,Jaden McDaniels
0,2019-20,22.0,CHO,NBA,SF,16.0,293.0,10.7,0.574,0.343,0.243,5.4,19.4,12.1,6.8,1.4,0.9,12.4,13.3,,0.2,0.2,0.5,0.078,,-3.4,0.1,-3.3,-0.1,False,False,True,False,False,Jalen McDaniels
1,2020-21,23.0,CHO,NBA,SF,47.0,904.0,11.4,0.554,0.37,0.225,5.3,15.1,10.1,8.6,1.5,2.1,12.6,17.0,,0.3,0.9,1.2,0.062,,-2.8,-0.4,-3.2,-0.3,False,False,True,False,False,Jalen McDaniels
2,2021-22,24.0,CHO,NBA,SF,55.0,895.0,12.7,0.595,0.425,0.283,4.3,16.0,10.1,8.7,1.4,2.3,11.2,15.3,,1.0,0.7,1.7,0.093,,-1.9,-0.4,-2.3,-0.1,False,False,True,False,False,Jalen McDaniels
3,2022-23,25.0,CHO,NBA,SF,38.0,991.0,12.8,0.57,0.412,0.217,3.4,16.2,9.5,11.9,1.9,1.8,12.2,16.8,,0.7,0.9,1.7,0.081,,-1.7,0.5,-1.1,0.2,False,False,True,False,False,Jalen McDaniels
4,Career,,,NBA,,156.0,3083.0,12.2,0.572,0.397,0.24,4.4,16.1,10.1,9.5,1.6,2.0,12.1,16.1,,2.3,2.8,5.1,0.079,,-2.2,-0.1,-2.3,-0.2,False,False,True,False,False,Jalen McDaniels
0,2014-15,23.0,CHI,NBA,SF,36.0,321.0,6.1,0.48,0.383,0.14,2.1,12.2,7.3,3.0,0.6,0.2,13.0,18.3,,-0.3,0.2,0.0,-0.005,,-4.1,-1.9,-6.0,-0.3,False,False,True,True,False,Doug McDermott
1,2015-16,24.0,CHI,NBA,SF,81.0,1861.0,10.9,0.561,0.402,0.13,2.1,8.8,5.5,5.0,0.4,0.2,7.2,17.3,,2.1,0.7,2.8,0.073,,-1.0,-1.9,-2.9,-0.4,False,False,True,True,False,Doug McDermott
2,2016-17,25.0,TOT,NBA,SF,66.0,1508.0,10.7,0.554,0.419,0.169,1.4,11.5,6.4,5.9,0.4,0.3,6.6,16.4,,1.6,1.0,2.6,0.083,,-0.9,-1.4,-2.3,-0.1,False,False,True,True,False,Doug McDermott
3,2016-17,25.0,CHI,NBA,SF,44.0,1078.0,11.3,0.555,0.402,0.18,1.4,11.7,6.5,6.5,0.5,0.3,7.4,17.6,,1.1,0.8,1.9,0.084,,-0.9,-1.2,-2.1,0.0,False,False,True,True,False,Doug McDermott
4,2016-17,25.0,OKC,NBA,SF,22.0,430.0,9.3,0.551,0.468,0.137,1.5,11.1,6.3,4.4,0.2,0.2,4.4,13.6,,0.5,0.2,0.7,0.08,,-1.0,-1.7,-2.7,-0.1,False,False,True,True,False,Doug McDermott
5,2017-18,26.0,TOT,NBA,SF,81.0,1768.0,10.4,0.579,0.425,0.159,2.5,10.2,6.3,6.5,0.5,0.8,9.3,15.0,,1.7,0.6,2.3,0.063,,-1.0,-1.3,-2.2,-0.1,False,False,True,True,False,Doug McDermott
6,2017-18,26.0,NYK,NBA,SF,55.0,1172.0,9.9,0.562,0.418,0.162,3.1,9.5,6.3,6.0,0.4,0.9,8.8,14.4,,1.1,0.3,1.3,0.055,,-0.7,-1.4,-2.1,0.0,False,False,True,True,False,Doug McDermott
7,2017-18,26.0,DAL,NBA,SF,26.0,596.0,11.5,0.611,0.439,0.156,1.3,11.4,6.1,7.5,0.8,0.6,10.3,16.3,,0.6,0.3,1.0,0.077,,-1.5,-1.0,-2.6,-0.1,False,False,True,True,False,Doug McDermott
8,2018-19,27.0,IND,NBA,SF,77.0,1340.0,11.6,0.617,0.488,0.187,1.4,7.5,4.5,7.1,0.7,0.5,8.4,16.3,,1.8,1.1,2.9,0.103,,-0.5,-0.9,-1.4,0.2,False,False,True,True,False,Doug McDermott
9,2019-20,28.0,IND,NBA,PF,69.0,1372.0,14.4,0.62,0.537,0.106,2.1,11.7,7.0,8.4,0.4,0.3,6.8,19.6,,2.3,1.1,3.3,0.117,,1.4,-1.3,0.0,0.7,False,False,True,True,False,Doug McDermott
10,2020-21,29.0,IND,NBA,PF,66.0,1619.0,15.6,0.635,0.43,0.147,4.0,10.7,7.4,7.8,0.6,0.3,7.0,20.0,,3.1,0.7,3.8,0.112,,1.4,-2.0,-0.6,0.6,False,False,True,True,False,Doug McDermott
11,2021-22,30.0,SAS,NBA,PF,51.0,1223.0,11.4,0.593,0.551,0.11,1.5,8.4,4.9,7.3,0.5,0.4,8.1,18.3,,1.1,0.5,1.6,0.062,,-0.4,-2.1,-2.5,-0.1,False,False,True,True,False,Doug McDermott
12,2022-23,31.0,SAS,NBA,SF,32.0,644.0,11.7,0.594,0.582,0.103,1.8,11.1,6.3,10.9,0.1,0.7,10.2,19.6,,0.6,-0.1,0.5,0.035,,0.1,-3.1,-3.0,-0.2,False,False,True,True,False,Doug McDermott
13,Career,,,NBA,,559.0,11656.0,11.9,0.592,0.466,0.14,2.2,10.0,6.1,6.9,0.5,0.4,7.9,17.6,,14.0,5.8,19.7,0.081,,-0.3,-1.7,-1.9,0.2,False,False,True,True,False,Doug McDermott
