Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,PG,SG,SF,PF,C,Player Name,Status
2016-17,25,UTA,NBA,PF,50,1186,15.8,0.512,0.024,0.261,9.2,20.2,14.9,7.9,2.0,2.7,11.4,20.7,0.5,2.2,2.7,0.109,-1.2,1.2,-0.1,0.6,False,False,False,True,True,Derrick Favors,Inactive
2017-18,26,UTA,NBA,C,77,2153,18.8,0.593,0.09,0.306,10.6,18.5,14.6,7.8,1.3,3.2,9.9,18.5,4.5,3.5,8.0,0.179,0.9,0.7,1.5,1.9,False,False,False,True,True,Derrick Favors,Inactive
2018-19,27,UTA,NBA,C,76,1766,21.8,0.624,0.126,0.368,12.9,21.3,17.2,8.0,1.5,4.8,10.5,19.4,4.4,3.5,7.9,0.215,1.8,1.5,3.3,2.4,False,False,False,True,True,Derrick Favors,Inactive
2019-20,28,NOP,NBA,C,51,1243,18.5,0.62,0.021,0.209,13.9,28.9,21.4,9.2,1.1,3.1,12.9,14.0,2.6,1.6,4.2,0.162,0.7,0.3,1.0,0.9,False,False,False,True,True,Derrick Favors,Inactive
2020-21,29,UTA,NBA,C,68,1039,19.7,0.663,0.008,0.329,14.7,23.3,19.2,6.0,1.5,5.3,11.5,13.0,2.9,2.2,5.1,0.237,0.3,2.4,2.6,1.2,False,False,False,True,True,Derrick Favors,Inactive
2021-22,30,OKC,NBA,C,39,653,13.6,0.534,0.088,0.137,9.0,20.2,14.5,5.9,1.3,1.7,4.5,13.4,0.8,0.7,1.4,0.105,-2.3,0.3,-2.1,0.0,False,False,False,True,True,Derrick Favors,Inactive
1989-90,26,NJN,NBA,PF,21,339,22.9,0.531,0.015,0.452,8.5,12.1,10.2,4.5,2.9,1.2,4.8,29.4,0.9,0.4,1.3,0.184,2.8,-0.2,2.7,0.4,False,False,False,True,False,Derrick Gervin,Inactive
1990-91,27,NJN,NBA,PF,56,743,13.3,0.478,0.071,0.289,5.4,10.3,7.8,6.6,1.2,1.5,9.2,26.5,0.2,0.6,0.8,0.054,-1.5,-1.1,-2.6,-0.1,False,False,False,True,False,Derrick Gervin,Inactive
1987-88,21,SEA,NBA,SF,82,1706,13.8,0.562,0.058,0.432,7.4,14.4,10.8,8.4,2.0,2.3,14.9,17.1,2.1,2.0,4.1,0.116,-0.7,0.9,0.2,0.9,False,False,True,False,False,Derrick McKey,Inactive
1988-89,22,SEA,NBA,SF,82,2804,15.5,0.575,0.092,0.387,6.5,12.2,9.3,10.7,1.8,1.5,14.2,18.8,5.0,2.3,7.4,0.126,1.0,0.0,1.0,2.1,False,False,True,False,False,Derrick McKey,Inactive
1989-90,23,SEA,NBA,SF,80,2748,15.6,0.557,0.024,0.425,7.0,14.2,10.4,9.7,1.6,1.9,14.6,20.0,4.0,2.3,6.3,0.11,0.9,0.2,1.1,2.2,False,False,True,False,False,Derrick McKey,Inactive
1990-91,24,SEA,NBA,SF,73,2503,15.7,0.575,0.022,0.328,8.1,12.2,10.1,9.6,1.8,1.5,14.0,18.9,4.3,2.1,6.4,0.123,1.3,-0.2,1.1,1.9,False,False,True,False,False,Derrick McKey,Inactive
1991-92,25,SEA,NBA,SF,52,1757,14.7,0.554,0.083,0.368,6.1,11.6,8.8,9.9,1.7,1.7,14.0,19.5,2.4,1.5,3.9,0.107,1.0,-0.1,0.9,1.3,False,False,True,False,False,Derrick McKey,Inactive
1992-93,26,SEA,NBA,SF,77,2439,15.0,0.568,0.144,0.381,5.7,10.0,7.8,11.2,2.2,1.6,14.3,18.3,3.6,3.0,6.6,0.13,1.2,0.7,1.9,2.4,False,False,True,False,False,Derrick McKey,Inactive
1993-94,27,IND,NBA,SF,76,2613,13.3,0.554,0.044,0.358,5.9,11.7,8.9,18.8,2.2,1.3,21.7,17.6,1.7,3.3,5.0,0.092,-0.2,1.1,0.9,1.9,False,False,True,False,False,Derrick McKey,Inactive
1994-95,28,IND,NBA,SF,81,2805,15.0,0.558,0.107,0.357,5.5,11.4,8.5,16.2,2.4,1.4,14.8,18.5,3.6,3.9,7.4,0.127,0.7,1.6,2.2,3.0,False,False,True,False,False,Derrick McKey,Inactive
1995-96,29,IND,NBA,SF,75,2440,14.2,0.543,0.096,0.31,6.5,11.8,9.2,17.5,1.8,1.4,15.0,17.9,3.1,2.6,5.7,0.112,0.7,1.2,1.9,2.4,False,False,True,False,False,Derrick McKey,Inactive
1996-97,30,IND,NBA,SF,50,1449,10.6,0.462,0.153,0.325,6.7,13.0,9.9,15.2,1.7,1.7,16.1,16.5,0.0,1.8,1.8,0.061,-1.7,1.1,-0.6,0.5,False,False,True,False,False,Derrick McKey,Inactive
1997-98,31,IND,NBA,SF,57,1316,10.7,0.497,0.052,0.235,7.1,11.9,9.6,10.7,2.4,1.6,18.0,15.9,0.1,2.1,2.1,0.077,-2.0,1.8,-0.2,0.6,False,False,True,False,False,Derrick McKey,Inactive
1998-99,32,IND,NBA,SF,13,244,12.2,0.504,0.019,0.327,8.9,11.0,10.0,8.6,2.7,1.2,16.8,14.0,0.2,0.2,0.4,0.089,-1.0,0.7,-0.3,0.1,False,False,True,False,False,Derrick McKey,Inactive
1999-00,33,IND,NBA,SF,32,634,11.2,0.524,0.213,0.519,5.3,18.1,11.9,7.8,2.4,1.4,12.5,10.9,0.7,0.9,1.6,0.123,-1.4,2.3,0.8,0.5,False,False,True,False,False,Derrick McKey,Inactive
2000-01,34,IND,NBA,SF,66,987,8.3,0.49,0.147,0.199,5.8,14.1,10.1,11.6,2.6,0.9,24.1,9.2,0.1,1.3,1.4,0.07,-3.5,2.5,-0.9,0.3,False,False,True,False,False,Derrick McKey,Inactive
2001-02,35,PHI,NBA,SF,41,784,8.8,0.464,0.098,0.115,7.0,11.3,9.2,8.9,2.8,0.4,14.7,8.8,0.3,1.2,1.6,0.096,-3.0,2.2,-0.8,0.2,False,False,True,False,False,Derrick McKey,Inactive
1994-95,22,SAC,NBA,PG,3,5,-17.3,0.0,0.0,2.0,0.0,0.0,0.0,26.3,0.0,0.0,0.0,16.7,0.0,0.0,0.0,-0.339,-23.6,-4.3,-27.9,0.0,True,False,False,False,False,Derrick Phelps,Inactive
2017-18,22,MIA,NBA,PG,16,147,11.2,0.525,0.68,0.24,1.5,10.7,6.1,14.6,2.4,1.7,6.7,9.1,0.2,0.2,0.4,0.128,-1.1,2.4,1.3,0.1,True,False,False,False,False,Derrick Walton,Inactive
2019-20,24,TOT,NBA,PG,26,248,8.7,0.617,0.615,0.231,0.9,5.8,3.4,13.9,1.4,0.0,10.4,8.1,0.4,0.2,0.6,0.111,-2.2,1.3,-1.0,0.1,True,False,False,False,False,Derrick Walton,Inactive
2021-22,26,DET,NBA,PG,3,108,5.9,0.342,0.5,0.154,1.9,8.4,5.0,26.4,3.2,3.3,28.4,15.4,-0.3,0.1,-0.2,-0.071,-5.3,1.0,-4.3,-0.1,True,False,False,False,False,Derrick Walton,Inactive
2011-12,20,MIN,NBA,PF,66,1418,12.9,0.499,0.277,0.392,6.0,18.4,12.2,4.5,1.1,1.6,11.7,20.7,0.6,1.2,1.8,0.059,-1.4,-0.7,-2.1,0.0,False,False,True,True,False,Derrick Williams,Inactive
2012-13,21,MIN,NBA,PF,78,1916,14.5,0.515,0.249,0.346,5.6,20.6,12.8,4.2,1.2,1.5,10.0,23.5,1.0,2.1,3.0,0.076,-0.5,-1.0,-1.5,0.2,False,False,True,True,False,Derrick Williams,Inactive
2013-14,22,TOT,NBA,"PF,SF",78,1820,11.5,0.524,0.205,0.537,4.3,15.8,10.0,4.7,1.3,0.9,11.3,16.2,1.3,1.3,2.6,0.068,-1.6,-0.5,-2.1,0.0,False,False,True,True,False,Derrick Williams,Inactive
2014-15,23,SAC,NBA,PF,74,1462,12.8,0.54,0.322,0.404,3.3,12.1,7.8,5.6,1.2,0.2,8.9,18.9,1.7,0.4,2.1,0.069,-0.3,-1.6,-2.0,0.0,False,False,True,True,False,Derrick Williams,Inactive
2015-16,24,NYK,NBA,SF,80,1435,17.2,0.55,0.265,0.453,3.6,18.7,11.3,8.9,1.0,0.5,8.3,23.3,2.4,1.2,3.6,0.12,1.5,-1.2,0.3,0.8,False,False,True,True,False,Derrick Williams,Inactive
2016-17,25,TOT,NBA,PF,50,804,10.6,0.537,0.398,0.365,2.6,15.1,8.9,5.1,0.9,0.7,9.0,17.2,0.4,0.6,1.1,0.064,-1.9,-1.0,-2.9,-0.2,False,False,True,True,False,Derrick Williams,Inactive
2017-18,26,LAL,NBA,PF,2,9,-3.2,0.25,0.5,0.0,0.0,11.7,5.9,0.0,0.0,0.0,0.0,18.9,0.0,0.0,0.0,-0.191,-9.8,-7.0,-16.8,0.0,False,False,True,True,False,Derrick Williams,Inactive
2005-06,24,NJN,NBA,PG,2,32,5.5,0.667,0.0,0.0,3.6,11.2,7.3,34.2,0.0,0.0,57.1,10.3,0.0,0.0,0.0,0.004,-7.7,-2.7,-10.4,-0.1,True,False,False,False,False,Derrick Zimmerman,Inactive
2006-07,25,SEA,NBA,SG,8,32,15.4,0.421,0.533,0.067,0.0,3.8,1.9,46.0,1.6,0.0,6.1,23.3,0.0,0.0,0.0,0.074,3.4,-0.3,3.1,0.0,False,True,False,False,False,Desmon Farmer,Inactive
2008-09,27,SAS,NBA,SG,3,54,0.4,0.437,0.857,0.143,0.0,13.1,6.6,5.4,0.0,0.0,21.2,16.9,-0.1,0.1,-0.1,-0.071,-8.1,-1.8,-9.9,-0.1,False,True,False,False,False,Desmon Farmer,Inactive
2003-04,26,POR,NBA,SF,7,32,11.3,0.505,0.667,0.167,0.0,14.7,7.4,5.5,0.0,0.0,7.2,20.5,0.0,0.0,0.0,0.021,4.1,-2.7,1.4,0.0,False,False,True,False,False,Desmond Ferguson,Inactive
2000-01,23,SEA,NBA,SF,78,1522,10.5,0.483,0.153,0.207,5.5,13.3,9.4,6.5,1.3,1.0,10.0,15.8,1.0,0.8,1.7,0.055,-1.8,-1.0,-2.8,-0.3,False,True,True,False,False,Desmond Mason,Inactive
2001-02,24,SEA,NBA,SF,75,2420,13.4,0.533,0.077,0.308,4.6,12.4,8.6,6.7,1.5,0.8,10.6,18.8,3.0,1.6,4.7,0.093,-0.7,-0.9,-1.7,0.2,False,True,True,False,False,Desmond Mason,Inactive
2002-03,25,TOT,NBA,SF,80,2763,15.2,0.502,0.071,0.278,6.5,15.9,11.1,10.2,1.3,0.9,9.2,21.3,3.3,1.9,5.2,0.09,-0.1,-1.3,-1.4,0.4,False,True,True,False,False,Desmond Mason,Inactive
2003-04,26,MIL,NBA,SF,82,2534,15.7,0.552,0.045,0.534,4.2,11.9,8.0,10.2,1.2,0.7,12.1,21.8,4.4,1.2,5.7,0.107,0.5,-0.9,-0.4,1.0,False,True,True,False,False,Desmond Mason,Inactive
2004-05,27,MIL,NBA,SF,80,2893,14.8,0.526,0.007,0.486,3.4,9.3,6.3,12.8,1.1,0.7,11.1,23.2,3.6,0.7,4.3,0.071,-0.1,-1.5,-1.6,0.3,False,True,True,False,False,Desmond Mason,Inactive
2005-06,28,NOK,NBA,SF,70,2102,9.2,0.46,0.009,0.438,3.5,13.6,8.4,5.4,1.1,0.7,12.1,20.8,-1.7,1.4,-0.2,-0.005,-3.5,-1.4,-4.9,-1.5,False,True,True,False,False,Desmond Mason,Inactive
2006-07,29,NOK,NBA,SF,75,2575,10.8,0.493,0.0,0.359,5.4,10.1,7.7,7.6,1.1,0.7,15.6,21.9,-1.2,1.8,0.6,0.011,-2.7,-1.2,-3.9,-1.3,False,True,True,False,False,Desmond Mason,Inactive
2007-08,30,MIL,NBA,SF,59,1702,12.3,0.519,0.0,0.363,5.0,13.1,8.8,11.3,1.2,1.4,13.0,16.8,1.0,0.5,1.5,0.041,-1.2,-0.9,-2.1,0.0,False,True,True,False,False,Desmond Mason,Inactive
2008-09,31,OKC,NBA,SG,39,1064,7.1,0.456,0.011,0.298,4.4,12.8,8.5,6.7,0.7,2.1,14.8,15.7,-1.0,0.7,-0.3,-0.012,-4.8,-0.3,-5.1,-0.8,False,True,True,False,False,Desmond Mason,Inactive
2009-10,32,SAC,NBA,SF,5,66,6.2,0.472,0.0,0.333,6.9,15.8,11.3,4.2,0.8,1.1,22.5,11.9,0.0,0.0,0.0,-0.007,-4.4,-1.4,-5.7,-0.1,False,True,True,False,False,Desmond Mason,Inactive
2003-04,22,ORL,NBA,PF,10,89,12.9,0.538,0.0,0.143,7.5,23.4,15.3,5.9,1.2,1.6,16.8,18.2,0.0,0.0,0.1,0.049,-3.7,-1.2,-4.8,-0.1,False,False,False,True,False,Desmond Penigar,Inactive
1985-86,23,DAL,NBA,SF,64,969,10.9,0.52,0.022,0.483,8.1,14.2,11.2,11.8,1.1,0.6,18.0,19.6,0.3,0.5,0.8,0.04,-2.9,-0.9,-3.8,-0.4,False,False,True,True,False,Detlef Schrempf,Inactive
1986-87,24,DAL,NBA,SF,81,1711,13.7,0.56,0.123,0.463,5.6,13.4,9.6,12.6,1.4,0.5,14.0,18.7,2.5,1.5,4.0,0.113,-0.2,-0.1,-0.3,0.7,False,False,True,True,False,Detlef Schrempf,Inactive
1987-88,25,DAL,NBA,SF,82,1587,14.2,0.532,0.059,0.494,7.1,11.9,9.6,14.1,1.3,1.2,14.1,19.9,2.1,1.5,3.6,0.11,-0.3,0.0,-0.3,0.7,False,False,True,True,False,Detlef Schrempf,Inactive
1988-89,26,TOT,NBA,PF,69,1850,15.3,0.566,0.061,0.606,7.8,15.5,11.8,14.0,1.4,0.6,15.4,19.9,2.9,1.5,4.4,0.113,0.3,-0.2,0.0,0.9,False,False,True,True,False,Detlef Schrempf,Inactive
1989-90,27,IND,NBA,PF,78,2573,17.6,0.611,0.058,0.596,7.1,20.4,14.1,14.0,1.1,0.4,14.8,20.5,6.1,2.0,8.1,0.151,1.8,-0.4,1.4,2.2,False,False,True,True,False,Detlef Schrempf,Inactive
1990-91,28,IND,NBA,PF,82,2632,18.6,0.618,0.048,0.649,8.0,20.3,14.4,16.2,1.1,0.5,14.1,19.8,7.4,1.6,9.0,0.165,2.8,-0.8,2.0,2.6,False,False,True,True,False,Detlef Schrempf,Inactive
1991-92,29,IND,NBA,PF,80,2605,19.5,0.617,0.077,0.477,9.1,22.9,16.4,17.5,1.2,0.8,14.6,21.1,7.1,2.8,9.8,0.181,3.0,0.1,3.2,3.3,False,False,True,True,False,Detlef Schrempf,Inactive
1992-93,30,IND,NBA,PF,82,3098,19.2,0.571,0.048,0.602,7.5,19.9,13.8,23.2,1.3,0.6,15.0,22.1,7.6,2.9,10.4,0.161,3.1,0.2,3.3,4.2,False,False,True,True,False,Detlef Schrempf,Inactive
1993-94,31,SEA,NBA,SF,81,2728,14.9,0.564,0.075,0.432,6.2,13.5,9.9,14.8,1.4,0.2,13.9,19.6,5.1,3.2,8.4,0.148,0.8,-0.5,0.3,1.6,False,False,True,True,False,Detlef Schrempf,Inactive
1994-95,32,SEA,NBA,SF,82,2886,20.3,0.641,0.182,0.523,5.7,15.1,10.5,16.4,1.6,0.9,12.6,21.0,9.8,3.1,12.9,0.215,4.3,0.1,4.4,4.7,False,False,True,True,False,Detlef Schrempf,Inactive
1995-96,33,SEA,NBA,SF,63,2200,17.3,0.598,0.242,0.5,4.1,13.1,8.8,20.6,1.3,0.3,13.9,21.3,5.3,2.9,8.2,0.179,2.5,-0.1,2.5,2.5,False,False,True,True,False,Detlef Schrempf,Inactive
1996-97,34,SEA,NBA,SF,61,2192,18.3,0.592,0.222,0.436,4.8,16.9,10.9,20.4,1.5,0.6,14.8,21.1,5.1,2.9,8.0,0.174,2.9,0.4,3.3,2.9,False,False,True,True,False,Detlef Schrempf,Inactive
1997-98,35,SEA,NBA,SF,78,2742,18.7,0.585,0.164,0.392,6.0,17.9,12.1,20.3,1.2,0.5,13.8,20.6,7.5,2.9,10.4,0.182,3.0,-0.1,2.9,3.4,False,False,True,True,False,Detlef Schrempf,Inactive
1998-99,36,SEA,NBA,SF,50,1765,18.4,0.573,0.157,0.443,5.0,19.4,12.1,18.0,1.2,1.1,13.6,19.5,4.7,1.1,5.8,0.158,2.1,-0.1,2.0,1.8,False,False,True,True,False,Detlef Schrempf,Inactive
1999-00,37,POR,NBA,SF,77,1662,14.5,0.544,0.12,0.497,5.9,17.0,11.8,18.2,1.2,0.8,15.9,17.4,2.9,2.2,5.2,0.149,0.3,0.8,1.1,1.3,False,False,True,True,False,Detlef Schrempf,Inactive
2000-01,38,POR,NBA,SF,26,397,9.8,0.487,0.084,0.284,5.3,17.7,11.7,16.8,0.9,0.6,20.8,15.8,0.1,0.4,0.5,0.057,-2.8,-0.3,-3.1,-0.1,False,False,True,True,False,Detlef Schrempf,Inactive
1999-00,22,LAL,NBA,SF,49,345,12.1,0.478,0.326,0.285,9.1,14.1,11.6,5.5,1.5,0.8,11.5,23.3,0.1,0.6,0.7,0.093,-2.5,-1.0,-3.5,-0.1,False,False,True,False,False,Devean George,Inactive
2000-01,23,LAL,NBA,SF,59,593,6.2,0.394,0.329,0.266,6.7,14.1,10.5,4.8,1.3,1.8,12.8,20.0,-0.7,0.4,-0.3,-0.023,-5.6,-2.0,-7.6,-0.8,False,False,True,False,False,Devean George,Inactive
2001-02,24,LAL,NBA,SF,82,1759,12.6,0.502,0.34,0.241,4.9,14.0,9.5,9.4,2.1,1.7,10.2,16.4,1.6,2.6,4.2,0.113,-0.8,1.0,0.3,1.0,False,False,True,False,False,Devean George,Inactive
2002-03,25,LAL,NBA,SF,71,1613,11.4,0.485,0.286,0.228,6.3,13.7,10.0,8.6,1.8,1.7,11.4,15.7,1.2,1.4,2.7,0.079,-1.3,-0.3,-1.5,0.2,False,False,True,False,False,Devean George,Inactive
2003-04,26,LAL,NBA,SF,82,1951,11.5,0.492,0.326,0.168,5.0,14.4,9.6,8.9,2.2,1.4,12.5,16.1,0.8,2.5,3.4,0.083,-1.2,0.7,-0.4,0.8,False,False,True,False,False,Devean George,Inactive
2004-05,27,LAL,NBA,SF,15,306,10.7,0.488,0.558,0.192,4.8,14.6,9.8,7.5,1.4,0.5,9.6,18.4,0.2,0.1,0.3,0.041,-1.6,-2.4,-3.9,-0.2,False,False,True,False,False,Devean George,Inactive
2005-06,28,LAL,NBA,SF,71,1542,11.3,0.484,0.376,0.202,6.3,14.6,10.5,6.9,2.3,1.7,10.4,15.3,0.7,2.0,2.6,0.082,-1.3,0.5,-0.8,0.4,False,False,True,False,False,Devean George,Inactive
2006-07,29,DAL,NBA,SF,60,1283,9.7,0.487,0.405,0.13,5.5,14.3,10.0,4.0,1.9,1.4,11.5,16.1,0.1,1.9,2.1,0.078,-2.2,0.6,-1.5,0.2,False,False,True,False,False,Devean George,Inactive
2007-08,30,DAL,NBA,SF,53,821,7.0,0.437,0.329,0.164,4.1,14.9,9.6,6.3,1.2,1.2,9.8,14.0,-0.3,1.0,0.7,0.039,-3.4,0.6,-2.8,-0.2,False,False,True,False,False,Devean George,Inactive
2008-09,31,DAL,NBA,SF,43,708,7.0,0.485,0.535,0.155,4.1,8.5,6.3,3.0,1.7,1.1,10.1,10.9,0.1,0.6,0.6,0.042,-3.1,0.3,-2.8,-0.1,False,False,True,False,False,Devean George,Inactive
2009-10,32,GSW,NBA,SF,45,761,11.6,0.56,0.597,0.112,3.0,13.8,8.3,5.8,2.6,0.9,6.5,13.0,0.8,0.5,1.3,0.084,-0.9,0.1,-0.8,0.2,False,False,True,False,False,Devean George,Inactive
2002-03,24,TOT,NBA,SG,10,93,6.9,0.389,0.029,0.229,10.0,12.8,11.2,13.5,2.3,0.9,18.9,23.0,-0.2,0.1,-0.1,-0.043,-6.6,0.1,-6.5,-0.1,False,True,False,False,False,Devin Brown,Inactive
2003-04,25,SAS,NBA,SG,58,627,13.1,0.512,0.071,0.378,6.9,16.2,11.6,9.0,1.3,0.5,14.3,19.7,0.5,1.2,1.7,0.133,-1.9,0.6,-1.4,0.1,False,True,False,False,False,Devin Brown,Inactive
2004-05,26,SAS,NBA,SG,67,1238,14.6,0.53,0.296,0.318,3.5,13.1,8.3,12.4,1.7,0.7,10.2,19.5,1.6,2.1,3.7,0.145,0.2,1.1,1.3,1.0,False,True,False,False,False,Devin Brown,Inactive
2005-06,27,UTA,NBA,SG,81,1711,10.3,0.493,0.224,0.402,5.1,9.6,7.3,10.7,1.4,0.7,13.8,19.5,0.4,1.1,1.4,0.041,-2.1,-1.3,-3.3,-0.6,False,True,False,False,False,Devin Brown,Inactive
2006-07,28,NOK,NBA,SG,58,1662,14.3,0.538,0.409,0.279,3.7,13.9,8.7,14.8,1.4,0.4,12.7,19.6,2.1,1.5,3.5,0.102,0.2,-0.1,0.1,0.9,False,True,False,False,False,Devin Brown,Inactive
2007-08,29,CLE,NBA,SG,78,1762,11.3,0.494,0.275,0.267,4.1,13.2,8.5,16.1,1.6,0.3,14.3,17.8,0.6,1.7,2.4,0.064,-2.1,-0.1,-2.1,-0.1,False,True,False,False,False,Devin Brown,Inactive
2008-09,30,NOH,NBA,SG,63,869,9.7,0.459,0.31,0.319,4.3,12.2,8.3,10.2,2.0,0.5,13.1,22.8,-0.8,1.0,0.1,0.007,-3.5,-0.7,-4.3,-0.5,False,True,False,False,False,Devin Brown,Inactive
2009-10,31,TOT,NBA,SG,50,1060,10.0,0.5,0.454,0.238,3.2,10.6,6.8,9.1,1.6,0.4,13.5,19.8,-0.2,0.6,0.4,0.017,-1.9,-0.8,-2.7,-0.2,False,True,False,False,False,Devin Brown,Inactive
2020-21,24,ORL,NBA,PG,8,74,11.2,0.547,0.571,0.25,0.0,7.3,3.5,2.1,3.3,1.2,6.0,19.3,0.0,0.1,0.1,0.057,-4.0,1.0,-3.1,0.0,True,False,False,False,False,Devin Cannady,Inactive
2021-22,25,ORL,NBA,PG,5,145,8.6,0.531,0.841,0.159,0.7,3.7,2.2,10.0,1.7,1.9,9.6,15.5,0.0,0.1,0.1,0.033,-2.8,-0.4,-3.2,0.0,True,False,False,False,False,Devin Cannady,Inactive
2010-11,21,LAL,NBA,SG,20,118,19.4,0.507,0.098,0.451,14.9,11.1,13.0,2.8,1.8,3.2,8.9,25.9,0.2,0.2,0.4,0.144,0.1,-2.1,-2.0,0.0,False,True,True,False,False,Devin Ebanks,Inactive
2011-12,22,LAL,NBA,SG,24,396,8.3,0.465,0.101,0.393,7.7,7.6,7.6,4.6,1.5,1.1,14.7,14.2,0.0,0.3,0.3,0.033,-3.7,-0.5,-4.2,-0.2,False,True,True,False,False,Devin Ebanks,Inactive
2012-13,23,LAL,NBA,SF,19,197,6.3,0.411,0.301,0.192,5.7,16.9,11.5,7.8,0.8,0.4,12.2,20.4,-0.2,0.1,-0.1,-0.025,-5.3,-2.5,-7.7,-0.3,False,True,True,False,False,Devin Ebanks,Inactive
1996-97,24,TOT,NBA,PF,6,49,4.6,0.319,0.0,0.192,14.2,19.5,16.8,6.4,4.4,0.0,15.1,31.1,-0.3,0.1,-0.2,-0.179,-12.0,-3.2,-15.2,-0.2,False,False,True,True,False,Devin Gray,Inactive
1999-00,27,HOU,NBA,SF,21,124,14.0,0.492,0.0,0.784,10.2,12.4,11.3,6.3,2.1,1.6,7.4,19.0,0.2,0.1,0.3,0.123,-2.4,-0.1,-2.6,0.0,False,False,True,True,False,Devin Gray,Inactive
2005-06,23,LAL,NBA,SG,27,135,4.7,0.336,0.071,0.75,8.7,12.2,10.5,7.3,1.2,0.0,11.8,14.3,-0.2,0.1,-0.1,-0.018,-5.1,-1.5,-6.5,-0.2,False,True,False,False,False,Devin Green,Inactive
2004-05,21,DAL,NBA,PG,76,1173,14.7,0.53,0.358,0.281,2.7,6.9,4.9,22.5,3.4,1.2,16.6,18.8,1.1,1.6,2.7,0.111,-0.1,2.0,1.9,1.2,True,True,False,False,False,Devin Harris,Inactive
2005-06,22,DAL,NBA,PG,56,1275,17.4,0.544,0.052,0.583,2.5,9.2,5.9,23.4,2.3,1.0,14.2,21.7,2.3,1.4,3.7,0.139,0.8,0.6,1.4,1.1,True,True,False,False,False,Devin Harris,Inactive
2006-07,23,DAL,NBA,PG,80,2081,16.0,0.574,0.084,0.44,2.7,8.5,5.7,22.9,2.5,0.8,17.1,19.1,3.7,2.9,6.5,0.151,-0.3,1.6,1.2,1.7,True,True,False,False,False,Devin Harris,Inactive
2007-08,24,TOT,NBA,PG,64,2022,17.5,0.573,0.241,0.434,1.6,8.2,5.0,31.1,2.4,0.4,16.3,22.6,3.6,1.9,5.6,0.132,1.2,-0.2,1.0,1.5,True,True,False,False,False,Devin Harris,Inactive
2008-09,25,NJN,NBA,PG,69,2494,21.6,0.563,0.212,0.582,1.4,9.7,5.5,34.4,2.4,0.4,14.0,28.4,5.9,1.7,7.5,0.145,3.3,-0.5,2.8,3.0,True,True,False,False,False,Devin Harris,Inactive
2009-10,26,NJN,NBA,PG,64,2221,16.2,0.512,0.245,0.437,1.2,9.7,5.3,34.6,1.9,0.6,14.7,25.5,1.5,1.2,2.7,0.057,0.7,-1.5,-0.8,0.7,True,True,False,False,False,Devin Harris,Inactive
2010-11,27,TOT,NBA,PG,71,2254,17.2,0.545,0.221,0.494,0.9,8.2,4.5,38.2,1.7,0.2,17.3,24.6,3.2,1.0,4.2,0.089,1.9,-1.3,0.6,1.5,True,True,False,False,False,Devin Harris,Inactive
2011-12,28,UTA,NBA,PG,63,1741,16.0,0.564,0.393,0.386,0.8,6.7,3.7,28.3,1.9,0.6,16.1,19.5,3.3,0.8,4.2,0.115,1.6,-0.8,0.8,1.2,True,True,False,False,False,Devin Harris,Inactive
2012-13,29,ATL,NBA,SG,58,1421,14.6,0.565,0.519,0.348,0.5,8.7,4.7,21.7,2.3,0.7,14.7,19.5,1.8,1.5,3.3,0.111,-0.5,0.6,0.1,0.8,True,True,False,False,False,Devin Harris,Inactive
2013-14,30,DAL,NBA,PG,40,818,14.6,0.517,0.398,0.453,1.1,10.8,6.0,31.0,1.8,0.2,16.2,20.2,1.2,0.4,1.6,0.094,0.3,-0.8,-0.5,0.3,True,True,False,False,False,Devin Harris,Inactive
2014-15,31,DAL,NBA,PG,76,1685,14.8,0.559,0.508,0.309,0.8,8.0,4.4,20.4,2.3,0.7,12.5,18.0,2.9,1.3,4.2,0.12,0.6,0.8,1.4,1.4,True,True,False,False,False,Devin Harris,Inactive
2015-16,32,DAL,NBA,PG,64,1280,13.1,0.559,0.422,0.374,1.5,10.3,5.9,14.5,2.4,0.8,13.2,17.9,1.2,1.3,2.5,0.095,-1.4,1.5,0.1,0.7,True,True,False,False,False,Devin Harris,Inactive
2016-17,33,DAL,NBA,PG,65,1087,13.8,0.549,0.519,0.378,1.1,13.0,6.8,20.0,2.1,0.6,12.5,19.7,1.1,1.1,2.2,0.096,-1.0,0.7,-0.4,0.4,True,True,False,False,False,Devin Harris,Inactive
2017-18,34,TOT,NBA,PG,71,1340,13.0,0.563,0.5,0.374,1.0,9.8,5.3,16.9,1.8,0.8,12.6,20.2,1.6,0.9,2.5,0.089,-1.5,-0.3,-1.8,0.1,True,True,False,False,False,Devin Harris,Inactive
2018-19,35,DAL,NBA,PG,68,1071,10.7,0.527,0.576,0.386,1.2,9.9,5.6,16.7,1.6,1.3,12.1,18.5,0.6,0.9,1.5,0.068,-2.6,0.4,-2.2,-0.1,True,True,False,False,False,Devin Harris,Inactive
2017-18,22,WAS,NBA,SF,1,13,10.5,0.333,0.0,0.0,17.4,26.0,21.7,0.0,3.8,0.0,0.0,10.2,0.0,0.0,0.0,0.098,-4.2,2.1,-2.1,0.0,False,False,True,False,False,Devin Robinson,Inactive
